"","StartupName","name","designation","otherInfo","education","skills","markets"
"819","betterbutter-1","niyazlaiq","Founder","Founder @BetterButter • Worked at @Hermes GPE, @Lok Capital","School of Oriental and African Studies","",""
"820","bonfleet","alihafizji","","iOS developer by day and Android developer by night. CS grad from India living in a tiny city called Pune","Pune Institute of Computer Technology","","Pune; San Francisco"
"821","bonfleet","alihafizji","","iOS developer by day and Android developer by night. CS grad from India living in a tiny city called Pune","Pune Institute of Computer Technology","Pune; San Francisco",""
"822","mavenhive","bhavinjavia","Founder","Founder @MavenHive • Worked at @ThoughtWorks • Studied at @PESIT","PESIT","","SaaS; Web Development; Consumer Internet; Cloud Computing"
"823","mavenhive","bhavinjavia","Founder","Founder @MavenHive • Worked at @ThoughtWorks • Studied at @PESIT","PESIT","SaaS; Web Development; Consumer Internet; Cloud Computing",""
"824","whatfix","khadimbatti","Founder","Founder @Whatfix • Worked at @Huawei • Studied at @Indian Institute Of Information Technology – Bangalore","Indian Institute Of Information Technology – Bangalore","","Earth"
"825","whatfix","khadimbatti","Founder","Founder @Whatfix • Worked at @Huawei • Studied at @Indian Institute Of Information Technology – Bangalore","Indian Institute Of Information Technology – Bangalore","Earth",""
"826","orobind","satyavyas","Studied at","Studied at @Indian Institute Of Technology - Roorkee","Indian Institute Of Technology - Roorkee","",""
"827","timescape","somnathray","Cofounder | CEO","Cofounder | CEO @TIMESCAPE 
from @Massachusetts Institute of Technology | Media Lab & @Columbia University University","Massachusetts Institute of Technology; Columbia University; Mit Media Lab","","Product Development; User Experience Design; Sales and Marketing; Design"
"828","timescape","somnathray","Cofounder | CEO","Cofounder | CEO @TIMESCAPE 
from @Massachusetts Institute of Technology | Media Lab & @Columbia University University","Massachusetts Institute of Technology; Columbia University; Mit Media Lab","Product Development; User Experience Design; Sales and Marketing; Design","Data Visualization; Digital Storytelling; Education"
"829","canvasflip-1","vipulmishra","","Making world a better place by helping design and product teams to create awesome experience!!; Founded CnavasFlip, Yougle.in, FbViralVideos.com, MyWayApp.","","San Francisco; New York City; Silicon Valley",""
"830","springboard-financial-services","mihirsheth","Founder Springboard Financial Services • Worked at","Founder Springboard Financial Services • Worked at @Lehman Brothers, @Nomura • Studied at @Harvard University","Harvard University","",""
"831","stayglad","kavishdesai","","","Indian Institute of Technology - Kharagpur","",""
"832","avaz","ajitnarayanan","Founder/CEO Invention Labs/Avaz. MIT TR35 Awardee, TED Speaker, 23 patents • Worked at AMI in the Silicon Valley, studied EE at IIT Madras (2003)","Founder/CEO Invention Labs/Avaz. MIT TR35 Awardee, TED Speaker, 23 patents • Worked at AMI in the Silicon Valley, studied EE at IIT Madras (2003)","Indian Institute of Technology - Madras","",""
"833","avaz","ajitnarayanan","Founder/CEO Invention Labs/Avaz. MIT TR35 Awardee, TED Speaker, 23 patents • Worked at AMI in the Silicon Valley, studied EE at IIT Madras (2003)","Founder/CEO Invention Labs/Avaz. MIT TR35 Awardee, TED Speaker, 23 patents • Worked at AMI in the Silicon Valley, studied EE at IIT Madras (2003)","Indian Institute of Technology - Madras","San Francisco Bay Area; Chennai",""
"834","valencia-nutrition","deepthianand","Founder Valencia Nutrition. 12+ years of top management exposure at early stage companies. Strong background in pharmaceuticals and healthcare.","Founder Valencia Nutrition. 12+ years of top management exposure at early stage companies. Strong background in pharmaceuticals and healthcare.","","Bengaluru",""
"835","greenlight-planet","anishthakkar","Co-Founder & CEO","Co-Founder & CEO @Greenlight Planet.","University of Illinois, Urbana, Champaign","",""
"836","perfectcloud","mayukhgon","Founder and CEO at","Founder and CEO at @PerfectCloud","","Toronto",""
"837","moonfrog-labs","tanaytayal","Founder","Founder @Moonfrog Labs 
Product Manager · Producer · Marketing · Designer · Developer 
@INSEAD, @Pune Institute of Computer Technology","INSEAD; Pune Institute of Computer Technology","",""
"838","moonfrog-labs","tanaytayal","Founder","Founder @Moonfrog Labs 
Product Manager · Producer · Marketing · Designer · Developer 
@INSEAD, @Pune Institute of Computer Technology","INSEAD; Pune Institute of Computer Technology","Product Management; Product Marketing; Game Production; Product Development",""
"839","plustxt","pratyushprasanna","Founder at Magictiger, Former VP at Paytm after acquisition of Plustxt","Founder at Magictiger, Former VP at Paytm after acquisition of Plustxt 
Angel investor 
Founder @Plustxt • @SMSGupshup @Microsoft, @Xerox IIT Kharagpur, IIM C","Indian Institute of Technology - Kharagpur; Indian Institute of Management - Calcutta","",""
"840","plustxt","pratyushprasanna","Founder at Magictiger, Former VP at Paytm after acquisition of Plustxt","Founder at Magictiger, Former VP at Paytm after acquisition of Plustxt 
Angel investor 
Founder @Plustxt • @SMSGupshup @Microsoft, @Xerox IIT Kharagpur, IIM C","Indian Institute of Technology - Kharagpur; Indian Institute of Management - Calcutta","Asia; Silicon Valley; Bengaluru",""
"841","swiggy","rahuljaimini","","","Indian Institute of Technology - Kharagpur","",""
"842","indian-home-gourmet-pvt","irfanbandukwalla","Founder Indian Home Gourmet Pvt. Ltd. • Studied at","Founder Indian Home Gourmet Pvt. Ltd. • Studied at @Indian Institute Of Charted Accountants, @Mithibai College Of Commerce And Economics","Indian Institute Of Charted Accountants; Mithibai College Of Commerce And Economics","",""
"843","indian-home-gourmet-pvt","irfanbandukwalla","Founder Indian Home Gourmet Pvt. Ltd. • Studied at","Founder Indian Home Gourmet Pvt. Ltd. • Studied at @Indian Institute Of Charted Accountants, @Mithibai College Of Commerce And Economics","Indian Institute Of Charted Accountants; Mithibai College Of Commerce And Economics","Business Development; Business Strategy; Mergers and Acquisitions; Post Merger Integration (PMI); Revenue and Profit Growth; Start-Up CEO; Start-Ups",""
"844","travelkhana","pushpindersingh","Founder","Founder @Travelkhana • Worked at @Sprint Communications, @Quark • Studied at @BITS Pilani , @Indian Institute of Technology (BHU) - Varanasi","BITS Pilani; Indian Institute of Technology (BHU) - Varanasi","",""
"845","travelkhana","pushpindersingh","Founder","Founder @Travelkhana • Worked at @Sprint Communications, @Quark • Studied at @BITS Pilani , @Indian Institute of Technology (BHU) - Varanasi","BITS Pilani; Indian Institute of Technology (BHU) - Varanasi","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"846","shieldsquare","pavanthatha","Founder & CEO","Founder & CEO @ShieldSquare Anti-Scraping solution. Founded a 2FA security startup earlier. Worked at Philips. MBA from IIT Bombay","Indian Institute Of Technology - Bombay; National Institute of Technology, Warangal","","India; United States"
"847","shieldsquare","pavanthatha","Founder & CEO","Founder & CEO @ShieldSquare Anti-Scraping solution. Founded a 2FA security startup earlier. Worked at Philips. MBA from IIT Bombay","Indian Institute Of Technology - Bombay; National Institute of Technology, Warangal","India; United States",""
"848","shieldsquare","rakeshthatha","","CoFounder & CTO of ShieldSquare - Anti Scraping Solution. Founded a 2FA security startup earlier. Worked with Computer Associates.","Indian Institute of Technology - Madras","","SaaS; Security"
"849","shieldsquare","rakeshthatha","","CoFounder & CTO of ShieldSquare - Anti Scraping Solution. Founded a 2FA security startup earlier. Worked with Computer Associates.","Indian Institute of Technology - Madras","SaaS; Security",""
"850","greymeter","amangarg","Founder at Greymeter, IgnitedV;","Founder at Greymeter, IgnitedV; @Sales/Marketing and Strategic Partnerships , @Business Development , Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","","Product Marketing; Business Development; Business and Operations Strategy; Business Model Innovation; Internet; Sales and Marketing"
"851","greymeter","amangarg","Founder at Greymeter, IgnitedV;","Founder at Greymeter, IgnitedV; @Sales/Marketing and Strategic Partnerships , @Business Development , Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","Product Marketing; Business Development; Business and Operations Strategy; Business Model Innovation; Internet; Sales and Marketing",""
"852","greymeter","ningningniumai","","Founder Greymeter. B.Tech at IIT Delhi. Freelancer at http://iitian.me. Designed and developed over 50 websites single handedly over the past 5 years.","Indian Institute of Technology - Delhi","","HTML; CSS; Javascript; jQuery; PHP; MySQL; CakePHP; PHP"
"853","greymeter","ningningniumai","","Founder Greymeter. B.Tech at IIT Delhi. Freelancer at http://iitian.me. Designed and developed over 50 websites single handedly over the past 5 years.","Indian Institute of Technology - Delhi","HTML; CSS; Javascript; jQuery; PHP; MySQL; CakePHP; PHP",""
"854","greymeter","dheerajanand","","Founder at Greymeter, IgnitedV; @Web Design, @Social Media Marketing; Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","","User Experience Design; Analytics & Reporting; Predictive Analytics; Bringing Ideas Into Life; Social Media Marketing; Coding; Drawing and Painting"
"855","greymeter","dheerajanand","","Founder at Greymeter, IgnitedV; @Web Design, @Social Media Marketing; Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","User Experience Design; Analytics & Reporting; Predictive Analytics; Bringing Ideas Into Life; Social Media Marketing; Coding; Drawing and Painting",""
"856","hashtag-loyalty","krishifagwani","Founder Hashtag Loyalty • Worked at","Founder Hashtag Loyalty • Worked at @Cisco, @Ernst and Young • Studied at @University of Illinois, Urbana, Champaign","University of Illinois, Urbana, Champaign","",""
"857","hashtag-loyalty","krishifagwani","Founder Hashtag Loyalty • Worked at","Founder Hashtag Loyalty • Worked at @Cisco, @Ernst and Young • Studied at @University of Illinois, Urbana, Champaign","University of Illinois, Urbana, Champaign","Asia; New York City; Silicon Valley; Mumbai; India",""
"858","lurnq","tarunmitra","Passionate about transforming business digitally @practicenext interested in Strategy, Marketing, EdTech, Fashion, Beer Founder/Ex-CEO","Passionate about transforming business digitally @practicenext interested in Strategy, Marketing, EdTech, Fashion, Beer Founder/Ex-CEO @LurnQ, Ex-VP @aptechltd","University of Delhi","",""
"859","anchanto","vaibhavdabhade","Founder Anchanto • Worked at","Founder Anchanto • Worked at @Welcome Real-time, @TransNet India • Studied at @Harvard Business School, @Indian Institute of Management - Calcutta","Harvard Business School; Indian Institute of Management - Calcutta; Pune Institute of Computer Technology","",""
"860","anchanto","abhimanyukashikar","","Co-Founder Anchanto • Worked in VLSI @ Wipro Technologies, TI. Studied @ Pune Institute of Computer Technology, @Narsee Monjee Institute Of Management Studies","Pune Institute of Computer Technology; Narsee Monjee Institute Of Management Studies","",""
"861","advenjo","alexphilips","","CTO, Co-Founder at Advenjo. software Engineer out of high school. Strong technical background. The University of Nottingham, England,UK MSc, 2012","","Asia; New York City; Silicon Valley; Nottingham",""
"862","advenjo","lewiswebber","","Founder @Fleava, CXO at Alunalun.id. Former Co-Founder & CCO @Advenjo, Former Co-Founder & COO @What2do.asia.","South Thames London","",""
"863","feetapart-wellness","ashrithg","","Co-founder at FeetApart(http://t.co/v8q7LFvI0i), meditator, chess enthusiast","PES Institute of Technology; PESIT","",""
"864","idubba","rabigupta","CEO of","CEO of @Eva. New Delhi to San Francisco. Previously built and sold @iCouchApp (1.5Mn+ active users, $75k in annual revenues). CNBC Young Turk. Hustler.","Bit, Meerut","","Consumer Products; Mobile; Connecting the Dots; Team Building; Leadership; Managing and Motivating Teams; Creative Problem Solving; User Experience Design; Product Management; Fund Raising; Relationship Building"
"865","idubba","rabigupta","CEO of","CEO of @Eva. New Delhi to San Francisco. Previously built and sold @iCouchApp (1.5Mn+ active users, $75k in annual revenues). CNBC Young Turk. Hustler.","Bit, Meerut","Consumer Products; Mobile; Connecting the Dots; Team Building; Leadership; Managing and Motivating Teams; Creative Problem Solving; User Experience Design; Product Management; Fund Raising; Relationship Building",""
"866","verloop","gauravsingh","Founder of Verloop. Previously tech","Founder of Verloop. Previously tech @MagicX, co-founder @GoDeliver(acquired by MagicX), Worked at @vizury-interactive-solutions, @Lifetape.","Jabalpur Engineering College, Jabalpur 482 011","","Bengaluru; Singapore; San Francisco"
"867","verloop","gauravsingh","Founder of Verloop. Previously tech","Founder of Verloop. Previously tech @MagicX, co-founder @GoDeliver(acquired by MagicX), Worked at @vizury-interactive-solutions, @Lifetape.","Jabalpur Engineering College, Jabalpur 482 011","Bengaluru; Singapore; San Francisco",""
"868","zariya","japsimrankaur","","@Zariya | Studying @Stanford University | Worked @Aarti Home, Kadapa, India","Stanford University","",""
"869","shopsense","farooqadam","Founder","Founder @Fynd • Worked at @Opera Solutions • Investor @NexGear, @Truce , @SARAL DESIGNS • Studied at @Indian Institute Of Technology - Bombay","Indian Institute Of Technology - Bombay; Indian Institute Of Technology - Bombay","",""
"870","inonit-in","namratakothari","VP","VP @Amasia • Founder @Inonit.in • Worked at @Goldman Sachs, @AQR Capital Management • Studied at @Wharton School","Wharton School","",""
"871","inonit-in","namratakothari","VP","VP @Amasia • Founder @Inonit.in • Worked at @Goldman Sachs, @AQR Capital Management • Studied at @Wharton School","Wharton School","India",""
"872","inonit-in","meghnamittal","","Founder Inonit.in • Worked at @Bear Stearns & Co., @Pratham Educational N.G.O • Studied at @Wharton School","Wharton School","",""
"873","inonit-in","meghnamittal","","Founder Inonit.in • Worked at @Bear Stearns & Co., @Pratham Educational N.G.O • Studied at @Wharton School","Wharton School","India",""
"874","dazo","shashaankshekharsinghal","Founder","Founder @Dazo . Earlier headed Mobile products at @redbus.in 
Worked at @McKinsey & Company studied at @Indian School of Business","Indian School of Business, Hyderabad","Delhi; Bengaluru; Singapore",""
"875","psyinnovations","ritviksingh","Founder PsyInnovations • Traded and managed portfolio at","Founder PsyInnovations • Traded and managed portfolio at @Deutsche Bank, @Citigroup • Studied at @Columbia University, @Indian Institute of Technology - Delhi","Columbia University; Indian Institute of Technology - Delhi","",""
"876","psyinnovations","navyasingh","","Founded PsyInnovations, worked @Columbia University, Brooklyn College. Doctorate in Psychology Yeshiva Univ, MA Psych Columbia Univ. Research in Rwanda","Columbia University; Yeshiva University","",""
"877","psyinnovations","stanmiroshnikov","","","Columbia University","",""
"878","openlabs","sharoonthomas","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Enterprise Resource Planning; Enterprise Software; Ecommerce",""
"879","openlabs","sharoonthomas","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Engineer. Founder. CEO of Fulfil.IO #500strong B15; Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Python; SaaS; E-Commerce; ERP; ERP Implementations; tryton; Docker; Amazon Web Services; SaaS Sales; Sales and Marketing; Growth Hacking","Enterprise Resource Planning; Enterprise Software; Ecommerce"
"881","engineerai","sachindevduggal","Founder","Founder @Shoto @Nivio • Prev at @Deutsche Bank • Studied at @Massachusetts Institute of Technology, @Imperial College London Love our foundation to education 100m kids in 50 years. @World Economic Forum TP'09","Imperial College London; Massachusetts Institute of Technology","","C Sharp (C#); User Experience Design; Product Development; Product Marketing; Entrepreneurship; Creative Problem Solving; C; Cocoa; Amazon Web Services; Sales and Marketing; Visionary; Business Development; Unix/Win Administration and Scripting; Windows Server Administration; Brand and Identity Design"
"882","engineerai","saurabhdhoot","","Founder @Nivio, shoto • Studied at @Imperial College London","Imperial College London","",""
"883","waterwalla","soaibgrewal","Designer + Investor / Ex Venture Partner","Designer + Investor / Ex Venture Partner @500 Startups / Founder @Bold Ventures / @Rhode Island School of Design + @Brown University + @Stanford University","Stanford University; Brown University; Rhode Island School of Design","",""
"884","waterwalla","soaibgrewal","Designer + Investor / Ex Venture Partner","Designer + Investor / Ex Venture Partner @500 Startups / Founder @Bold Ventures / @Rhode Island School of Design + @Brown University + @Stanford University","Stanford University; Brown University; Rhode Island School of Design","India; Delhi; Bengaluru; Mumbai; Chandigarh",""
"885","loginext","dhruvilsanghvi","Founder","Founder @LogiNext • Advisor @DSYH Investor @Inc42 Media Worked at @Deloitte Consulting, @Ernst and Young • Studied at @Carnegie Mellon University","Carnegie Mellon University; Nirma University of Science & Technology, Gujarat","","Asia; New York City; Silicon Valley"
"886","loginext","dhruvilsanghvi","Founder","Founder @LogiNext • Advisor @DSYH Investor @Inc42 Media Worked at @Deloitte Consulting, @Ernst and Young • Studied at @Carnegie Mellon University","Carnegie Mellon University; Nirma University of Science & Technology, Gujarat","Asia; New York City; Silicon Valley",""
"887","loginext","manisharaisinghani","","Founder @LogiNext • Worked at @IBM, @Mastek • Studied at @Carnegie Mellon University, @University Of Mumbai","Carnegie Mellon University; University Of Mumbai","",""
"888","loginext","manisharaisinghani","","Founder @LogiNext • Worked at @IBM, @Mastek • Studied at @Carnegie Mellon University, @University Of Mumbai","Carnegie Mellon University; University Of Mumbai","Data Modelling; Data Warehousing; Solution Architect; MongoDB; Business Intelligence; Web Applications",""
"889","urbanclap","varunkhaitan","Co-Founder at UrbanClap.com • Worked at","Co-Founder at UrbanClap.com • Worked at @Boston Consulting Group, @Qualcomm • Studied at @Indian Institute of Technology - Kanpur","Indian Institute of Technology - Kanpur","",""
"890","termsheet","vivekdurai","founder","founder @TermSheet.io recovering lawyer, left-handed, coder, designer. @National Law School Of India University Bangalore 2000.","National Law School Of India University Bangalore","Legal Contracts; Python; Django; User Experience Design; Natural Language Processing; Corporate and Securities Lawyer; Commercial Contracts","Legal; User Experience Design"
"891","termsheet","vivekdurai","founder","founder @TermSheet.io recovering lawyer, left-handed, coder, designer. @National Law School Of India University Bangalore 2000.","National Law School Of India University Bangalore","Legal; User Experience Design",""
"892","hullo","angadnadkarni","","CSE @Bits Pilani Hyderabad Campus Class of 2015. Speaker @TEDxGateway 2012. Hacker since age 13.","Bits Pilani Hyderabad Campus","","Mumbai"
"893","hullo","angadnadkarni","","CSE @Bits Pilani Hyderabad Campus Class of 2015. Speaker @TEDxGateway 2012. Hacker since age 13.","Bits Pilani Hyderabad Campus","Mumbai",""
"894","qyk","anubhavsahoo","","Co-Founder Qyk • Co-Founder filr.io • Worked at @iLabs (Part of 247-Inc) • Studied at @Indian Institute of Technology , Kharagpur","Indian Institute of Technology - Kharagpur","","Java; Arduino"
"895","qyk","anubhavsahoo","","Co-Founder Qyk • Co-Founder filr.io • Worked at @iLabs (Part of 247-Inc) • Studied at @Indian Institute of Technology , Kharagpur","Indian Institute of Technology - Kharagpur","Java; Arduino",""
"896","ensygnia-1","richardhharris","At Ensygnia we believe in making consumers' and merchants' digital lives easier & safer. Mobile Industry Best Software Solution 2014. #fintech #entrepreneur","At Ensygnia we believe in making consumers' and merchants' digital lives easier & safer. Mobile Industry Best Software Solution 2014. #fintech #entrepreneur","Royal Holloway College; Iese Business School","",""
"897","summit-paycom","krishnajonnakadla","Founder and Investor Summit PayCom • Worked at","Founder and Investor Summit PayCom • Worked at @Wipro Technologies , @KPMG ,• Worked @iGate • Co-Founder and Board Member Mango Mobile TV• Founder Kaleidoscope","Institute of Chartered Accountants of India","",""
"898","summit-paycom","krishnajonnakadla","Founder and Investor Summit PayCom • Worked at","Founder and Investor Summit PayCom • Worked at @Wipro Technologies , @KPMG ,• Worked @iGate • Co-Founder and Board Member Mango Mobile TV• Founder Kaleidoscope","Institute of Chartered Accountants of India","Silicon Valley; Bengaluru",""
"899","summit-paycom","karthikjonnakadla","","","Bachelor Of Commerce","",""
"900","summit-paycom","karthikjonnakadla","","","Bachelor Of Commerce","Operations; Business Planning; Technology",""
"901","minoty","sandeepanandampillai","","Founder Minoty Solutions India Private Limited • Worked at @ThoughtWorks • Studied at @Bangalore University","Bangalore University","",""
"902","doctalk-solutions-inc","vamseechamakura","Founder","Founder @DocTalk (YC W17), CS Undergrad from @IIIT, Hyderabad","IIIT, Hyderabad","",""
"903","doctalk-solutions-inc","vamseechamakura","Founder","Founder @DocTalk (YC W17), CS Undergrad from @IIIT, Hyderabad","IIIT, Hyderabad","Android; C++; Codeigniter; Java; Javascript; jQuery; MongoDB; MySQL; Node.js; OpenGL; PHP; Python; Ruby on Rails; iOS Development; NodeJS",""
"904","doctalk-solutions-inc","akshatgoenka","","Worked at @Credit Suisse, @IFC , @JPMorgan Chase . Founder at @DocTalk (YC W17) . Studied at @Wharton School, @University of Pennsylvania (Finance) 2014.","Wharton School; University of Pennsylvania","",""
"905","doctalk-solutions-inc","akshatgoenka","","Worked at @Credit Suisse, @IFC , @JPMorgan Chase . Founder at @DocTalk (YC W17) . Studied at @Wharton School, @University of Pennsylvania (Finance) 2014.","Wharton School; University of Pennsylvania","Asia; New York City; Silicon Valley",""
"906","buyhatke-1","gauravdahake","Founder BuyHatke. Global top 100 innovators club. Part of winning teams at global b plan competitions like Rice. IIT kgp 2013.","Founder BuyHatke. Global top 100 innovators club. Part of winning teams at global b plan competitions like Rice. IIT kgp 2013.","Indian Institute of Technology - Kharagpur","",""
"907","buyhatke-1","gauravdahake","Founder BuyHatke. Global top 100 innovators club. Part of winning teams at global b plan competitions like Rice. IIT kgp 2013.","Founder BuyHatke. Global top 100 innovators club. Part of winning teams at global b plan competitions like Rice. IIT kgp 2013.","Indian Institute of Technology - Kharagpur","Asia; Silicon Valley",""
"908","crude-area-1","shwetabhandari","Founder, Crude Area","Founder, Crude Area","University of Delhi","",""
"909","crude-area-1","shwetabhandari","Founder, Crude Area","Founder, Crude Area","University of Delhi","Mumbai",""
"910","mealtango","saketkhanna","Founder","Founder @MealTango MBA @University of Oxford ex-employee @Infosys Technologies","University Of Oxford, Said Business School; University of Pune","","India; Pune"
"911","mealtango","saketkhanna","Founder","Founder @MealTango MBA @University of Oxford ex-employee @Infosys Technologies","University Of Oxford, Said Business School; University of Pune","India; Pune",""
"912","pugmarks-me","bharathmohan","Co-founder","Co-founder @Sensara Technologies , Information Dissemination Enthusiast","Indian Institute of Science; Indian Institute of Science; Sri Jayachamarajendra College Of Engineering","",""
"913","diabeto","shreekantpawar","Founder","Founder @Diabeto, Diabeto • Worked at @Hightail (formerly YouSendIt) • Studied at @University Of Northampton","University Of Northampton","","South America; Asia; Europe"
"914","diabeto","shreekantpawar","Founder","Founder @Diabeto, Diabeto • Worked at @Hightail (formerly YouSendIt) • Studied at @University Of Northampton","University Of Northampton","South America; Asia; Europe",""
"915","kinesis","bhavesh","Front End developer & User Interface designer. Hacking from 8yrs with Bachelors in Computers.","Front End developer & User Interface designer. Hacking from 8yrs with Bachelors in Computers.","Bachelor Of Engineering, Information Technology; Chaudhary Charan Singh University","","Delhi; San Francisco; India; Mumbai; Bengaluru"
"916","kinesis","bhavesh","Front End developer & User Interface designer. Hacking from 8yrs with Bachelors in Computers.","Front End developer & User Interface designer. Hacking from 8yrs with Bachelors in Computers.","Bachelor Of Engineering, Information Technology; Chaudhary Charan Singh University","Delhi; San Francisco; India; Mumbai; Bengaluru",""
"917","guidetrip","arjunsachdeva","Founder at GuideTrip. Second start-up in the travel space. Strong business background (Citibank, Hay Group). IMT, Ghaziabad PGDBM 2007.","Founder at GuideTrip. Second start-up in the travel space. Strong business background (Citibank, Hay Group). IMT, Ghaziabad PGDBM 2007.","Institute of Management and Technology, Ghaziabad","","Digital Marketing; Travel Technology; Online Travel; Travel & Tourism Management"
"918","guidetrip","arjunsachdeva","Founder at GuideTrip. Second start-up in the travel space. Strong business background (Citibank, Hay Group). IMT, Ghaziabad PGDBM 2007.","Founder at GuideTrip. Second start-up in the travel space. Strong business background (Citibank, Hay Group). IMT, Ghaziabad PGDBM 2007.","Institute of Management and Technology, Ghaziabad","Digital Marketing; Travel Technology; Online Travel; Travel & Tourism Management",""
"919","fashalot","fashalotdigital","Founder of Fashalot. More than a decade years of experience in mobile start-ups. Worked at senior leadership roles at Intuit, Balaji Telefilms, MySpace.","Founder of Fashalot. More than a decade years of experience in mobile start-ups. Worked at senior leadership roles at Intuit, Balaji Telefilms, MySpace.","Fairleigh Dickinson University; IMT Ghaziabad","",""
"920","fashalot","rishibatra","","Founder of Fashalot. More than a decade of experience in media, retail, investments and scaling tech businesses.","Institute Of Management Technology","",""
"921","giftery-in","janhaviparikh","CEO","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Business Strategy; Product Development; Product Marketing; Product Strategy","Mobile; Content Delivery; Social News; Content Discovery"
"923","giftery-in","janhaviparikh","CEO","CEO @Aurality. Product Marketing at @Yahoo. INSEAD MBA 2009. National Semiconductor Corp. MS EE University of Southern California.","University of Southern California","Mobile; Content Delivery; Social News; Content Discovery",""
"924","gradeup_app","vibhubhushan","Founder @gradestack,","Founder @gradestack, @Nogle Tech (aka floost.com) • Worked at @Yahoo, @InfoEdge","","","Education; K-12 Education; Mobile"
"925","gradeup_app","vibhubhushan","Founder @gradestack,","Founder @gradestack, @Nogle Tech (aka floost.com) • Worked at @Yahoo, @InfoEdge","","Education; K-12 Education; Mobile",""
"926","advids","alokbhat","","I work everyday to grow & evolve advids.co.","","","User Experience Design; User Interface Design; Web Development; Web Design; Motion Graphics; Graphic Design; B2B Marketing; B2B Sales; Video; Video Advertising; Video Editing"
"927","advids","alokbhat","","I work everyday to grow & evolve advids.co.","","User Experience Design; User Interface Design; Web Development; Web Design; Motion Graphics; Graphic Design; B2B Marketing; B2B Sales; Video; Video Advertising; Video Editing",""
"928","zingoy","mehuljobanputra","CEO & Co-Founder of","CEO & Co-Founder of @DesiDime, Cuelinks & @Zingoy Strong business background , Masters in Management, Bachelors in Engineering","","","India; Eastern Europe; Asia; Australia; Mumbai"
"929","zingoy","mehuljobanputra","CEO & Co-Founder of","CEO & Co-Founder of @DesiDime, Cuelinks & @Zingoy Strong business background , Masters in Management, Bachelors in Engineering","","India; Eastern Europe; Asia; Australia; Mumbai",""
"930","zingoy","jimishjobanputra","","Co-Founder and CTO of @DesiDime; Entrepreneur; Senior Developer at @Enova; MS in CS at University of Illinois;","","Deals; Social Commerce; Coupons; Financial Services; Lead Generation; Forums",""
"931","zingoy","jimishjobanputra","","Co-Founder and CTO of @DesiDime; Entrepreneur; Senior Developer at @Enova; MS in CS at University of Illinois;","","Ruby; Agile Project Management; Entrepreneurship; Software Engineering","Deals; Social Commerce; Coupons; Financial Services; Lead Generation; Forums"
"932","vidwan-marketing","ashishbatra","Marketing Director@Babygogo Founder","Marketing Director@Babygogo Founder @Vidwan Marketing • Worked at @CommonFloor, @Robert Bosch 
• Studied at @Institute of Management and Technology, Ghaziabad","Institute of Management and Technology, Ghaziabad; Career Institute of Technology & Management","","Digital Marketing; Facebook Advertising; Social Media Marketing; Growth Hacking; Data Science; Google Analytics; Marketing Research; Marketing Strategy; SEO; Tableau; Consulting; Google Tag Manager"
"933","vidwan-marketing","ashishbatra","Marketing Director@Babygogo Founder","Marketing Director@Babygogo Founder @Vidwan Marketing • Worked at @CommonFloor, @Robert Bosch 
• Studied at @Institute of Management and Technology, Ghaziabad","Institute of Management and Technology, Ghaziabad; Career Institute of Technology & Management","Digital Marketing; Facebook Advertising; Social Media Marketing; Growth Hacking; Data Science; Google Analytics; Marketing Research; Marketing Strategy; SEO; Tableau; Consulting; Google Tag Manager","Ecommerce; Analytics; Predictive Analytics; Small and Medium Businesses; SaaS; Health Care; E-Commerce"
"934","finance-director-1","virkashyap","","COO and Cofounder at @Babajob, @Bowdoin College Grad, Experience at @Epinions , @Morgan Stanley , Hedge Fund Vega Asset Management","Bowdoin College","",""
"935","finance-director-1","virkashyap","","COO and Cofounder at @Babajob, @Bowdoin College Grad, Experience at @Epinions , @Morgan Stanley , Hedge Fund Vega Asset Management","Bowdoin College","Bengaluru; India; New York City; Madrid",""
"937","indianstage-1","baskar","CEO IndianStage • geek, product mgr, businessman - Kelley School of Business '97.","CEO IndianStage • geek, product mgr, businessman - Kelley School of Business '97.","Kelley School Of Business","",""
"938","endlessrobotics","srikarreddy","Co-Founder & CEO at Endless Robotics • Studied at","Co-Founder & CEO at Endless Robotics • Studied at @BITS Pilani","BITS Pilani","","Business Development; Business Strategy; Business Intelligence; Business Expansion; Marketing Management; Sales Strategy and Management; Strategic Partnerships; Product Strategy; Fundraising; Operations Management; Contract Negotiations"
